id,inscription,latitude,longitude,country,area,erected,main_photo,colour,organisations,series,series_ref,number_of_subjects,lead_subject_name,lead_subject_born_in,lead_subject_died_in,lead_subject_type,lead_subject_roles,lead_subject_wikipedia,lead_subject_dbpedia,lead_subject_image,subjects
441,Henry Havelock Ellis 1859-1939 pioneer in the scientific study of sex lived here,51.4644,-0.11335,United Kingdom,London,1981,https://commons.wikimedia.org/wiki/Special:FilePath/HENRY_HAVELOCK_ELLIS_Pioneer_in_the_scientific_study_of_sex_lived_here.jpg?width=640,blue,"[""English Heritage""]","",,1,Henry Havelock Ellis,1859,1939,man,"[""pioneer in the scientific study of sex""]",https://en.wikipedia.org/wiki/Henry_Havelock_Ellis,http://dbpedia.org/resource/Henry_Havelock_Ellis,"","[""Henry Havelock Ellis|(1859-1939)|man|pioneer in the scientific study of sex|""]"
443,"Sir Thomas Beecham, CH 1879-1961 conductor and impresario lived here",51.5327,-0.17651,United Kingdom,London,1985,http://farm4.static.flickr.com/3332/4644555878_567024c0ca_b.jpg,blue,"[""Greater London Council""]","",,1,Thomas Beecham,1879,1961,man,"[""Companion of Honour"", ""Knight Bachelor"", ""conductor"", ""impresario""]",https://en.wikipedia.org/wiki/Thomas_Beecham,http://dbpedia.org/resource/Thomas_Beecham,https://commons.wikimedia.org/wiki/Special:FilePath/Beecham-October-1910.jpg?width=640,"[""Thomas Beecham|(1879-1961)|man|Companion of Honour, Knight Bachelor, conductor, and impresario|""]"
40743,"Northfields Station  Architect: Charles Holden & Partners, 1932  The first station opened here in 1905, on the District line, but the present building was constructed as part of the 1930's extension of the Piccadilly line that helped fuel the suburban growth of this once rural part of London.  Holden's impressive building takes the form of a single storey plinth, which contains offices and shops, and is faced in black glazed brick.  The tall brick box that forms the ticket hall has a window that includes the Underground roundel.  The design continues down to platform level, where extensive use is made of concrete, which at the time was a novel concept.",51.49932,-0.31427,United Kingdom,London,"",http://farm2.staticflickr.com/1687/24064551655_db17d01c00_z.jpg,brown,"[""London Underground""]","",,1,Charles Holden,,,man,[],https://en.wikipedia.org/wiki/Charles_Holden,http://dbpedia.org/resource/Charles_Holden,"","[""Charles Holden||man||""]"
495,E. M. Forster 1879-1970 novelist lived here,51.49207,-0.26733,United Kingdom,London,1983,https://commons.wikimedia.org/wiki/Special:FilePath/E.M._FORSTER_1879-1970_Novelist_lived_here.jpg?width=640,blue,"[""English Heritage""]","",,1,E. M. Forster,1879,1970,man,"[""novelist""]",https://en.wikipedia.org/wiki/E._M._Forster,http://dbpedia.org/resource/E._M._Forster,"https://commons.wikimedia.org/wiki/Special:FilePath/E._M._Forster_von_Dora_Carrington,_1924-25.jpg?width=640","[""E. M. Forster|(1879-1970)|man|novelist|""]"
467,Howard Carter 1874-1939 Egyptologist and discoverer of the tomb of Tutankhamun lived here,51.4919,-0.18872,United Kingdom,London,1999,https://commons.wikimedia.org/wiki/Special:FilePath/HOWARD_CARTER_1874-1939_Egyptologist_and_discoverer_of_the_tomb_of_Tutankhamun_lived_here.jpg?width=640,blue,"[""English Heritage""]","",,1,Howard Carter,1874,1939,man,"[""Egyptologist"", ""discoverer of the tomb of Tutankhamun""]",https://en.wikipedia.org/wiki/Howard_Carter,http://dbpedia.org/resource/Howard_Carter,https://commons.wikimedia.org/wiki/Special:FilePath/Howard_carter.jpg?width=640,"[""Howard Carter|(1874-1939)|man|Egyptologist and discoverer of the tomb of Tutankhamun|""]"
463,"The workshop of Thomas Chippendale and his son, cabinet makers stood near this site 1753-1813",51.5122,-0.12734,United Kingdom,London,1952,http://farm2.static.flickr.com/1130/1464039210_c80f0b08dd_b.jpg,brass,"[""London County Council""]","",,2,Thomas Chippendale,1718,1779,man,"[""cabinet maker"", ""world famous cabinet maker"", ""father of Thomas Chippendale Jnr""]",https://en.wikipedia.org/wiki/Thomas_Chippendale,http://dbpedia.org/resource/Thomas_Chippendale,"","[""Thomas Chippendale|(1718-1779)|man|cabinet maker, world famous cabinet maker, and father of Thomas Chippendale Jnr|"", ""Thomas Chippendale Jnr|(1749-1822)|man|son of Thomas Chippendale|""]"
493,Lady Jane Francesca 'Speranza' Wilde 1821-1896 poet and essayist lived here 1887-1896,51.4855,-0.16899,United Kingdom,London,2000,http://farm5.static.flickr.com/4001/4524499920_ed8dcde213_b.jpg,blue,"[""English Heritage""]","",,1,Jane Francesca 'Speranza' Wilde,1821,1896,woman,"[""poet"", ""essayist"", ""Lady"", ""mother of Oscar Wilde"", ""wife of William Robert Wills Wilde""]",https://en.wikipedia.org/wiki/Jane_Wilde,http://dbpedia.org/resource/Jane_Wilde,https://commons.wikimedia.org/wiki/Special:FilePath/Ladywilde.jpg?width=640,"[""Jane Francesca 'Speranza' Wilde|(1821-1896)|woman|poet, essayist, Lady, mother of Oscar Wilde, and wife of William Robert Wills Wilde|""]"
491,Alfred Harmsworth Viscount Northcliffe 1865-1922 journalist and newspaper proprietor lived here,51.5496,-0.19558,United Kingdom,London,1979,https://commons.wikimedia.org/wiki/Special:FilePath/ALFRED_HARMSWORTH_Viscount_Northcliffe_1865-1922_Journalist_and_Newspaper_Proprietor_lived_here.jpg?width=640,blue,"[""English Heritage""]","",,1,Alfred Harmsworth,1865,1922,man,"[""Viscount Northcliffe""]",https://en.wikipedia.org/wiki/Alfred_Harmsworth,http://dbpedia.org/resource/Alfred_Harmsworth,"https://commons.wikimedia.org/wiki/Special:FilePath/Portrait_of_Alfred_Harmsworth,_1st_Viscount_Northcliffe.jpg?width=640","[""Alfred Harmsworth|(1865-1922)|man|Viscount Northcliffe|""]"
466,"Bernardo O'Higgins 1778-1842 General, statesman and liberator of Chile lived and studied here",51.4577,-0.30294,United Kingdom,London,1994,https://commons.wikimedia.org/wiki/Special:FilePath/BERNARDO_O%27HIGGINS_1778-1842_General_Statesman_and_Liberator_of_Chile_lived_and_studied_here.jpg?width=640,blue,"[""English Heritage""]","",,1,Bernardo O'Higgins,1778,1842,man,"[""General"", ""statesman"", ""liberator of Chile""]",https://en.wikipedia.org/wiki/Bernardo_O'Higgins,http://dbpedia.org/resource/Bernardo_O'Higgins,https://commons.wikimedia.org/wiki/Special:FilePath/Ohiggins.jpg?width=640,"[""Bernardo O'Higgins|(1778-1842)|man|General, statesman, and liberator of Chile|""]"
460,"Sir Norman Lockyer 1836-1920 astronomer, physicist, and founder of Nature lived here 1876-1920",51.4911,-0.19322,United Kingdom,London,2003,https://commons.wikimedia.org/wiki/Special:FilePath/Sir_NORMAN_LOCKYER_1836-1920_Astronomer_Physicist_and_Founder_of_Nature_lived_here_1876-1920.jpg?width=640,blue,"[""English Heritage""]","",,1,Norman Lockyer,1836,1920,man,"[""astronomer"", ""physicist"", ""founder of Nature"", ""Knight Bachelor""]",https://en.wikipedia.org/wiki/Norman_Lockyer,http://dbpedia.org/resource/Norman_Lockyer,https://commons.wikimedia.org/wiki/Special:FilePath/Lockyer-Norman.jpg?width=640,"[""Norman Lockyer|(1836-1920)|man|astronomer, physicist, founder of Nature, and Knight Bachelor|""]"
566,Dame Marie Rambert 1888-1982 founder of Ballet Rambert lived here,51.5076,-0.19973,United Kingdom,London,1997,https://commons.wikimedia.org/wiki/Special:FilePath/DAME_MARIE_RAMBERT_1888-1982_Founder_of_Ballet_Rambert_lived_here.jpg?width=640,blue,"[""English Heritage""]","",,1,Marie Rambert,1888,1982,woman,"[""founder of Ballet Rambert"", ""Dame Commander of the Most Excellent Order of the British Empire""]",https://en.wikipedia.org/wiki/Marie_Rambert,http://dbpedia.org/resource/Marie_Rambert,"","[""Marie Rambert|(1888-1982)|woman|founder of Ballet Rambert and Dame Commander of the Most Excellent Order of the British Empire|""]"
471,Thomas Daniell 1749-1840 topographical artist lived here,51.4979,-0.2014,United Kingdom,London,1999,https://commons.wikimedia.org/wiki/Special:FilePath/THOMAS_DANIELL_1749-1840_Topographical_Artist_lived_here.jpg?width=640,blue,"[""English Heritage""]","",,1,Thomas Daniell,1749,1840,man,"[""topographical artist"", ""uncle of William Daniell""]",https://en.wikipedia.org/wiki/Thomas_Daniell,http://dbpedia.org/resource/Thomas_Daniell,"","[""Thomas Daniell|(1749-1840)|man|topographical artist and uncle of William Daniell|""]"
714,"Frederick Delius (1862-1934), composer, lived here 1918-1919.",51.5473,-0.16632,United Kingdom,London,1999,https://commons.wikimedia.org/wiki/Special:FilePath/FREDERICK_DELIUS_1862-1934_Composer_lived_here_1918-1919.jpg?width=640,blue,"[""English Heritage""]","",,1,Frederick Delius,1862,1934,man,"[""composer""]",https://en.wikipedia.org/wiki/Frederick_Delius,http://dbpedia.org/resource/Frederick_Delius,"","[""Frederick Delius|(1862-1934)|man|composer|""]"
469,"John Keats poet lived in this house B:1795, D:1821.",51.55561,-0.16794,United Kingdom,London,1896,https://commons.wikimedia.org/wiki/Special:FilePath/JOHN_KEATS_POET_LIVED_IN_THIS_HOUSE_B_1795_D_1821.jpg?width=640,brown,"[""Royal Society Of Arts""]","",,1,John Keats,1795,1821,man,"[""poet"", ""apothecary""]",https://en.wikipedia.org/wiki/John_Keats,http://dbpedia.org/resource/John_Keats,"","[""John Keats|(1795-1821)|man|poet and apothecary|""]"
470,Frances Mary Buss 1827-1894 pioneer of education for women was headmistress here 1879-1894,51.5462,-0.13428,United Kingdom,London,2000,http://farm5.static.flickr.com/4107/5021246692_4ab9474e3b_b.jpg,blue,"[""English Heritage""]","",,1,Frances Mary Buss,1827,1894,man,"[""pioneer of education for women"", ""headmistress""]",https://en.wikipedia.org/wiki/Frances_Buss,http://dbpedia.org/resource/Frances_Buss,https://commons.wikimedia.org/wiki/Special:FilePath/Frances-budd.jpg?width=640,"[""Frances Mary Buss|(1827-1894)|man|pioneer of education for women and headmistress|""]"
492,Gus Elen 1862-1940 music hall comedian lived here,51.4531,-0.15411,United Kingdom,London,1979,https://commons.wikimedia.org/wiki/Special:FilePath/GUS_ELEN_1862-1940_Music_Hall_Comedian_lived_here.jpg?width=640,blue,"[""English Heritage""]","",,1,Gus Elen,1862,1940,man,"[""music hall comedian""]",https://en.wikipedia.org/wiki/Gus_Elen,http://dbpedia.org/resource/Gus_Elen,"","[""Gus Elen|(1862-1940)|man|music hall comedian|""]"
538,Dr Edvard Benes 1884-1948 President of Czechoslovakia lived here,51.4602,-0.22266,United Kingdom,London,1978,https://commons.wikimedia.org/wiki/Special:FilePath/Dr._EDVARD_BENES_1884-1948_President_of_Czechoslovakia_lived_here.jpg?width=640,blue,"[""Greater London Council""]","",,1,Edvard Benes,1884,1948,man,"[""President of Czechoslovakia"", ""Doctor of Law""]",https://en.wikipedia.org/wiki/Edvard_Bene%C5%A1,http://dbpedia.org/resource/Edvard_Bene%C5%A1,https://commons.wikimedia.org/wiki/Special:FilePath/Edvard_Bene%C5%A1.jpg?width=640,"[""Edvard Benes|(1884-1948)|man|President of Czechoslovakia and Doctor of Law|""]"
490,"George Leybourne ""Champagne Charlie"" 1842-1884 music hall comedian lived and died here",51.5438,-0.08916,United Kingdom,London,1970,https://commons.wikimedia.org/wiki/Special:FilePath/George_Leybourne_Blue_Plaque.jpg?width=640,blue,"[""Greater London Council""]","",,1,George Leybourne,1842,1884,man,"[""music hall comedian""]",https://en.wikipedia.org/wiki/George_Leybourne,http://dbpedia.org/resource/George_Leybourne,"","[""George Leybourne|(1842-1884)|man|music hall comedian|""]"
510,"Octavia Hill 1838-1912 housing reformer, Co-founder of The National Trust began her work here",51.5197,-0.15252,United Kingdom,London,1991,http://farm3.static.flickr.com/2791/4372878174_be10cfbc7d_b.jpg,blue,"[""English Heritage""]","",,1,Octavia Hill,1838,1912,man,"[""housing reformer"", ""co-founder of the National Trust""]",https://en.wikipedia.org/wiki/Octavia_Hill,http://dbpedia.org/resource/Octavia_Hill,"","[""Octavia Hill|(1838-1912)|man|housing reformer and co-founder of the National Trust|""]"
503,Sir Anthony Hope Hawkins (Anthony Hope) 1863-1933 novelist lived here 1903-1917,51.5184,-0.1303,United Kingdom,London,1976,https://commons.wikimedia.org/wiki/Special:FilePath/Sir_Anthony_Hope_Hawkins_(ANTHONY_HOPE)_1863-1933_Novelist_lived_here_1903-1917.jpg?width=640,blue,"[""Greater London Council""]","",,1,Anthony Hope Hawkins,1863,1933,man,"[""novelist"", ""Knight Bachelor""]",https://en.wikipedia.org/wiki/Anthony_Hope,http://dbpedia.org/resource/Anthony_Hope,https://commons.wikimedia.org/wiki/Special:FilePath/Anthony_Hope_Hawkins_by_Alfred_Ellis_%26_Walery.jpg?width=640,"[""Anthony Hope Hawkins|(1863-1933)|man|novelist and Knight Bachelor|""]"
520,David Lloyd George Earl Lloyd George of Dwyfor 1863-1945 Prime Minister lived here,51.448,-0.16952,United Kingdom,London,1992,https://commons.wikimedia.org/wiki/Special:FilePath/DAVID_LLOYD_GEORGE_Earl_Lloyd_George_of_Dwyfor_1863-1945_PRIME_MINISTER_lived_here.jpg?width=640,blue,"[""English Heritage""]","",,1,David Lloyd George,1863,1945,man,"[""Earl Lloyd George of Dwyfor"", ""Prime Minister of the United Kingdom""]",https://en.wikipedia.org/wiki/David_Lloyd_George,http://dbpedia.org/resource/David_Lloyd_George,https://commons.wikimedia.org/wiki/Special:FilePath/David_Lloyd_George.jpg?width=640,"[""David Lloyd George|(1863-1945)|man|Earl Lloyd George of Dwyfor and Prime Minister of the United Kingdom|""]"
523,Harold Laski 1893-1950 teacher and political philosopher lived here 1926-1950,51.4954,-0.2073,United Kingdom,London,1974,https://commons.wikimedia.org/wiki/Special:FilePath/HAROLD_LASKI_1893-1950_Teacher_and_political_philosopher_lived_here_1926-1950.jpg?width=640,blue,"[""Greater London Council""]","",,1,Harold Laski,1893,1950,man,"[""teacher"", ""political philosopher""]",https://en.wikipedia.org/wiki/Harold_Laski,http://dbpedia.org/resource/Harold_Laski,https://commons.wikimedia.org/wiki/Special:FilePath/Harold_Laski_1936.JPG?width=640,"[""Harold Laski|(1893-1950)|man|teacher and political philosopher|""]"
584,Bruce Bairnsfather 1888-1959 cartoonist lived here,51.4995,-0.16686,United Kingdom,London,1981,http://farm1.staticflickr.com/318/19645944171_ae3c6c4bf4_z.jpg,blue,"[""Greater London Council""]","",,1,Bruce Bairnsfather,1888,1959,man,"[""cartoonist""]",https://en.wikipedia.org/wiki/Bruce_Bairnsfather,http://dbpedia.org/resource/Bruce_Bairnsfather,https://commons.wikimedia.org/wiki/Special:FilePath/Bruce_Bairnsfather_cph.3a03821.jpg?width=640,"[""Bruce Bairnsfather|(1888-1959)|man|cartoonist|""]"
515,"Andres Bello 1781-1865 poet, jurist, philologist and Venezuelan patriot lived here in 1810",51.52349,-0.13798,United Kingdom,London,1996,http://farm4.static.flickr.com/3292/2731924021_cb34296354_b.jpg,blue,"[""English Heritage""]","",,1,Andrés Bello,1781,1865,man,"[""poet"", ""jurist"", ""philologist"", ""Venezuelan patriot""]",https://en.wikipedia.org/wiki/Andr%C3%A9s_Bello,http://dbpedia.org/resource/Andr%C3%A9s_Bello,https://commons.wikimedia.org/wiki/Special:FilePath/AndresBello.jpg?width=640,"[""Andrés Bello|(1781-1865)|man|poet, jurist, philologist, and Venezuelan patriot|""]"
629,"George Romney (1734-1802), painter, lived here.",51.558,-0.1797,United Kingdom,London,1908,https://commons.wikimedia.org/wiki/Special:FilePath/George_Romney_1734-1802_Painter_lived_here.jpg?width=640,blue,"[""London County Council""]","",,1,George Romney,1734,1802,man,"[""painter"", ""portrait painter"", ""apprentice of Christopher Steele""]",https://en.wikipedia.org/wiki/George_Romney_(painter),http://dbpedia.org/resource/George_Romney_(painter),"","[""George Romney|(1734-1802)|man|painter, portrait painter, and apprentice of Christopher Steele|""]"
527,"William Makepeace Thackeray novelist lived here. Born 1811, died 1863.",51.4991,-0.1431,United Kingdom,London,1887,https://commons.wikimedia.org/wiki/Special:FilePath/WILLIAM_MAKEPEACE_THACKERAY_NOVELIST_LIVED_HERE._BORN_1811._DIED_1863.jpg?width=640,brown,"[""Royal Society Of Arts""]","",,1,William Makepeace Thackeray,1811,1863,man,"[""novelist""]",https://en.wikipedia.org/wiki/William_Makepeace_Thackeray,http://dbpedia.org/resource/William_Makepeace_Thackeray,"","[""William Makepeace Thackeray|(1811-1863)|man|novelist|""]"
504,Thomas Rowlandson 1757-1827 artist and caricaturist lived in a house on this site,51.5094,-0.12274,United Kingdom,London,1950,https://commons.wikimedia.org/wiki/Special:FilePath/THOMAS_ROWLANDSON_1757-1827_ARTIST_AND_CARICATURIST_lived_in_a_house_on_this_site.jpg?width=640,blue,"[""London County Council""]","",,1,Thomas Rowlandson,1757,1827,man,"[""artist"", ""caricaturist""]",https://en.wikipedia.org/wiki/Thomas_Rowlandson,http://dbpedia.org/resource/Thomas_Rowlandson,"","[""Thomas Rowlandson|(1757-1827)|man|artist and caricaturist|""]"
535,Sir John Lubbock Baron Avebury (1834-1913) born here,51.4974,-0.15213,United Kingdom,London,1935,https://commons.wikimedia.org/wiki/Special:FilePath/Sir_John_Lubbock_Baron_Avebury_(1834-1913)_born_here.jpg?width=640,blue,"[""London County Council""]","",,1,John Lubbock,1834,1913,man,"[""scientist"", ""politician"", ""author"", ""banker"", ""Lord Avebury"", ""Knight Bachelor"", ""social reformer"", ""Member of Parliament"", ""introducer of Bank Holidays""]","https://en.wikipedia.org/wiki/John_Lubbock,_1st_Baron_Avebury","http://dbpedia.org/resource/John_Lubbock,_1st_Baron_Avebury","","[""John Lubbock|(1834-1913)|man|scientist, politician, author, banker, Lord Avebury, Knight Bachelor, social reformer, Member of Parliament, and introducer of Bank Holidays|""]"
572,John Wesley (1703-1791) lived here,51.52354,-0.08713,United Kingdom,London,1926,http://farm4.staticflickr.com/3881/15181759985_c2cf30194c_z.jpg,blue,"[""London County Council""]","",,1,John Wesley,1703,1791,man,"[""evangelist"", ""founder of Methodism"", ""Master of Arts"", ""son of Susanna Annesley"", ""brother of Charles Wesley"", ""son of Samuel Wesley""]",https://en.wikipedia.org/wiki/John_Wesley,http://dbpedia.org/resource/John_Wesley,https://commons.wikimedia.org/wiki/Special:FilePath/Jwesleysitting.JPG?width=640,"[""John Wesley|(1703-1791)|man|evangelist, founder of Methodism, Master of Arts, son of Susanna Annesley, brother of Charles Wesley, and son of Samuel Wesley|""]"
529,James Hilton 1900-1954 novelist and scriptwriter lived here,51.6005,0.0129,United Kingdom,London,1997,https://commons.wikimedia.org/wiki/Special:FilePath/James_Hilton_Blue_Plaque.JPG?width=640,blue,"[""English Heritage""]","",,1,James Hilton,1900,1954,man,"[""novelist"", ""scriptwriter""]",https://en.wikipedia.org/wiki/James_Hilton_(novelist),http://dbpedia.org/resource/James_Hilton_(novelist),"","[""James Hilton|(1900-1954)|man|novelist and scriptwriter|""]"
555,"Dr Jimmy Mallon 1874-1961 warden of Toynbee Hall, champion of social reform lived here",51.5168,-0.07306,United Kingdom,London,1984,https://commons.wikimedia.org/wiki/Special:FilePath/Dr_Jimmy_Mallon_-_blue_plaque.JPG?width=640,blue,"[""Greater London Council""]","",,1,Jimmy Mallon,1874,1961,man,"[""Warden of Toynbee Hall"", ""champion of social reform"", ""Doctor (unknown type)""]", , ,"","[""Jimmy Mallon|(1874-1961)|man|Warden of Toynbee Hall, champion of social reform, and Doctor (unknown type)|""]"
551,William De Morgan ceramic artist and novelist (1839-1917) and his wife Evelyn De Morgan artist (1855-1919) lived and died here,51.4873,-0.17405,United Kingdom,London,1937,http://farm5.static.flickr.com/4010/4523862323_248f17dbab_b.jpg,blue,"[""London County Council""]","",,2,William De Morgan,1839,1917,man,"[""novelist"", ""ceramic artist""]",https://en.wikipedia.org/wiki/William_De_Morgan,http://dbpedia.org/resource/William_De_Morgan,https://commons.wikimedia.org/wiki/Special:FilePath/De_Morgan_William.jpg?width=640,"[""William De Morgan|(1839-1917)|man|novelist and ceramic artist|"", ""Evelyn De Morgan|(1855-1919)|man|artist|""]"
546,Sir Henry Morton Stanley 1841-1904 explorer and writer lived and died here,51.5031,-0.12371,United Kingdom,London,1987,"","","[""English Heritage""]","",,1,Henry Morton Stanley,1841,1904,man,"[""explorer"", ""writer"", ""Knight Bachelor""]",https://en.wikipedia.org/wiki/Henry_Morton_Stanley,http://dbpedia.org/resource/Henry_Morton_Stanley,https://commons.wikimedia.org/wiki/Special:FilePath/Henry_M_Stanley_1872.jpg?width=640,"[""Henry Morton Stanley|(1841-1904)|man|explorer, writer, and Knight Bachelor|""]"
7436,Dame Gracie Fields 1898-1979 entertainer built this house for herself in 1934,51.55449,-0.18109,United Kingdom,London,"",https://commons.wikimedia.org/wiki/Special:FilePath/Gracie_Fields_plaque_in_London.jpg?width=640,"",[],"",,1,Gracie Fields,1898,1979,woman,"[""Dame Commander of the Most Excellent Order of the British Empire"", ""singer"", ""entertainer""]",https://en.wikipedia.org/wiki/Gracie_Fields,http://dbpedia.org/resource/Gracie_Fields,https://commons.wikimedia.org/wiki/Special:FilePath/Dame_Gracie_Fields_Allan_Warren.jpg?width=640,"[""Gracie Fields|(1898-1979)|woman|Dame Commander of the Most Excellent Order of the British Empire, singer, and entertainer|""]"
532,Thomas Wakley 1795-1862 reformer and founder of 'The Lancet' lived here,51.5184,-0.13066,United Kingdom,London,1962,https://commons.wikimedia.org/wiki/Special:FilePath/THOMAS_WAKLEY_1795-1862_REFORMER_and_founder_of_%27The_Lancet%27_lived_here.jpg?width=640,blue,"[""London County Council""]","",,1,Thomas Wakley,1795,1862,man,"[""reformer"", ""founder of The Lancet""]",https://en.wikipedia.org/wiki/Thomas_Wakley,http://dbpedia.org/resource/Thomas_Wakley,https://commons.wikimedia.org/wiki/Special:FilePath/Thomas_Wakley72.jpg?width=640,"[""Thomas Wakley|(1795-1862)|man|reformer and founder of The Lancet|""]"
533,Howard Staunton 1810-1874 British World Chess Champion lived here 1871-1874,51.5132,-0.20747,United Kingdom,London,1999,https://commons.wikimedia.org/wiki/Special:FilePath/HOWARD_STAUNTON_1810-1874_British_World_Chess_Champion_lived_here_1871-1874.jpg?width=640,blue,"[""English Heritage""]","",,1,Howard Staunton,1810,1874,man,"[""British World Chess Champion""]",https://en.wikipedia.org/wiki/Howard_Staunton,http://dbpedia.org/resource/Howard_Staunton,https://commons.wikimedia.org/wiki/Special:FilePath/Howard-Staunton-ILN-detail-1.jpeg?width=640,"[""Howard Staunton|(1810-1874)|man|British World Chess Champion|""]"
522,Mary Kingsley 1862-1900 traveller and ethnologist lived here as a child,51.5716,-0.14882,United Kingdom,London,1975,https://commons.wikimedia.org/wiki/Special:FilePath/MARY_KINGSLEY_1862-1900_Traveller_and_ethnologist_lived_here_as_a_child.jpg?width=640,blue,"[""Greater London Council""]","",,1,Mary Kingsley,1862,1900,woman,"[""traveller"", ""ethnologist""]",https://en.wikipedia.org/wiki/Mary_Kingsley,http://dbpedia.org/resource/Mary_Kingsley,https://commons.wikimedia.org/wiki/Special:FilePath/Portrait_of_Mary_Kingsley.jpg?width=640,"[""Mary Kingsley|(1862-1900)|woman|traveller and ethnologist|""]"
715,Robert Fortune 1812-1880 plant collector lived here 1857-1880.,51.4868,-0.18106,United Kingdom,London,1998,https://commons.wikimedia.org/wiki/Special:FilePath/ROBERT_FORTUNE_1812-1880_Plant_collector_lived_here_1857-1880.jpg?width=640,blue,"[""Greater London Council""]","",,1,Robert Fortune,1812,1880,man,"[""plant collector""]",https://en.wikipedia.org/wiki/Robert_Fortune,http://dbpedia.org/resource/Robert_Fortune,https://commons.wikimedia.org/wiki/Special:FilePath/RobertFortune.gif?width=640,"[""Robert Fortune|(1812-1880)|man|plant collector|""]"
534,Olive Schreiner 1855-1920 author lived here,51.51529,-0.16462,United Kingdom,London,1959,https://commons.wikimedia.org/wiki/Special:FilePath/OLIVE_SCHREINER_1855-1920_Author_lived_here.jpg?width=640,blue,"[""London County Council""]","",,1,Olive Schreiner,1855,1920,man,"[""author""]",https://en.wikipedia.org/wiki/Olive_Schreiner,http://dbpedia.org/resource/Olive_Schreiner,https://commons.wikimedia.org/wiki/Special:FilePath/Olive_Schreiner.jpg?width=640,"[""Olive Schreiner|(1855-1920)|man|author|""]"
562,"Sir Jonathan Hutchinson 1828-1913 surgeon, scientist and teacher lived here",51.51698,-0.14558,United Kingdom,London,1981,http://farm3.static.flickr.com/2358/2090625511_6ed8e1a221_b.jpg,blue,"[""Greater London Council""]","",,1,Jonathan Hutchinson,1828,1913,man,"[""surgeon"", ""scientist"", ""teacher"", ""Knight Bachelor"", ""Fellow of the Royal Society""]",https://en.wikipedia.org/wiki/Jonathan_Hutchinson,http://dbpedia.org/resource/Jonathan_Hutchinson,https://commons.wikimedia.org/wiki/Special:FilePath/Jonathan_Hutchinson.jpg?width=640,"[""Jonathan Hutchinson|(1828-1913)|man|surgeon, scientist, teacher, Knight Bachelor, and Fellow of the Royal Society|""]"
553,George Richmond 1809-1896 painter lived here 1843-1896,51.5208,-0.15845,United Kingdom,London,1961,http://farm3.static.flickr.com/2802/4369009070_794cf8c580_b.jpg,blue,"[""London County Council""]","",,1,George Richmond,1809,1896,man,"[""painter""]",https://en.wikipedia.org/wiki/George_Richmond,http://dbpedia.org/resource/George_Richmond,"","[""George Richmond|(1809-1896)|man|painter|""]"
39069,Herbert Gribble 1847-1894 architect of the Oratory Church lived here between 1880-82,,,United Kingdom,London,"","",blue,[],"",,1,Herbert Gribble,1847,1894,man,"[""architect""]",https://en.wikipedia.org/wiki/Herbert_Gribble,http://dbpedia.org/resource/Herbert_Gribble,"","[""Herbert Gribble|(1847-1894)|man|architect|""]"
550,General Charles De Gaulle President of the French National Committee set up the Headquarters of the Free French Forces here in 1940,51.5053,-0.13394,United Kingdom,London,1984,http://farm9.staticflickr.com/8220/8295661417_6a39d3d467_z.jpg,blue,"[""Greater London Council""]","",,1,Charles De Gaulle,1890,1970,man,"[""President of the French National Committee"", ""General"", ""statesman"", ""soldier"", ""political reformer"", ""President of the Fifth Republic of France""]",https://en.wikipedia.org/wiki/Charles_De_Gaulle,http://dbpedia.org/resource/Charles_De_Gaulle,https://commons.wikimedia.org/wiki/Special:FilePath/De_Gaulle-OWI.jpg?width=640,"[""Charles De Gaulle|(1890-1970)|man|President of the French National Committee, General, statesman, soldier, political reformer, and President of the Fifth Republic of France|""]"
599,Ada Countess of Lovelace 1815-1852 pioneer of computing lived here,51.5074,-0.13628,United Kingdom,London,1992,http://farm6.staticflickr.com/5588/14179585788_c08075599f_z.jpg,blue,"[""English Heritage""]","",,1,Augusta Ada King,1815,1852,woman,"[""pioneer of computing"", ""Countess of Lovelace"", ""assistant of Charles Babbage"", ""daughter of George Gordon Byron"", ""daughter of Anne Isabella Milbanke""]",https://en.wikipedia.org/wiki/Ada_Lovelace,http://dbpedia.org/resource/Ada_Lovelace,https://commons.wikimedia.org/wiki/Special:FilePath/Ada_Lovelace_portrait_circa_1840.jpg?width=640,"[""Augusta Ada King|(1815-1852)|woman|pioneer of computing, Countess of Lovelace, assistant of Charles Babbage, daughter of George Gordon Byron, and daughter of Anne Isabella Milbanke|""]"
548,Bertrand Russell 1872-1970 philosopher and campaigner for peace lived here in flat no.34 1911-1916,51.51823,-0.1241,United Kingdom,London,2002,http://farm9.staticflickr.com/8597/16632187832_47c4910594_z.jpg,blue,"[""English Heritage""]","",,1,Bertrand Russell,1872,1970,man,"[""philosopher"", ""campaigner for peace""]",https://en.wikipedia.org/wiki/Bertrand_Russell,http://dbpedia.org/resource/Bertrand_Russell,https://commons.wikimedia.org/wiki/Special:FilePath/Honourable_Bertrand_Russell.jpg?width=640,"[""Bertrand Russell|(1872-1970)|man|philosopher and campaigner for peace|""]"
